"message";"is_toxic"
"we have a create but no edit or delete. can we add a delete here * **delete_plan plan_name **: deletes a plan by deleting a swift container matching plan_name.";"0"
"{{ container_config_directory }}";"0"
"this should be ""_send_result"" cause it is private method btw wtfsend_result is calling send_results maybe vise versa";"1"
"i know this is simpler, but i do not know why an enterprise would care about disabling audio activity unless it delayed the lock screen. for the user in the enterprise case, losing this ability just becasue video is bad would suck";"1"
"so i think this target should run the generator with the --fix flag so people just need to run a tox command to fill in missing uuids. similar to what we do with genconfig sean is correct that we want the check to be part of the check of the pep8 target when we start enforcing this. also in the future can we put python2 here. my stupid distro made python == python3 which will probably cause me trouble here. fwiw, iirc there is a pep on only using python if it supports both python2 and python3.";"0"
"hi, sileht, sorry for reply lately, yes, it is my fault, will do it. btw, i have a stupid question : , why we need both an unique_id and a msg_id, it seems they both are generated when sending a message, can we use only one of them";"0"
"i think if you use multiprocess then you do not need to kill process on dut. you can just kill _playback_process";"0"
"set -e would abort this. you probably want: if ! out=$ ... ; then";"0"
"rot != 0u";"0"
"same thing. this will stick the properties to a java.util";"0"
"should these use kshelfdefaultbasecolor instead of separately hardcoding black";"0"
"i hope i will remove this crapsoon. i like your idea of eventlet future executors.";"1"
"no. our git history is too polluted by meaningless commits.";"0"
"the opposite of un_scoped! ; i will add a comment on next respin.";"0"
"yeah, let us keep things simple and remove them.";"0"
"this should be a portopt rather than an intopt.";"0"
"damned js habits done";"1"
"this returning is useless";"0"
"this is redundant. maybe just run the ''galera install'' playbook' using the ''galera-bootstrap'' tag...";"0"
"this canalso make some other thread spuriously start registering as the main thread. it also only fools one check, but many other things still look like it is the main thread, like tls and wtfmaynotbemainthread, so this is a very limited illusion. if it is just for your particular tests, maybe your code could provide its own bypassnamed ismainthreadortest or something that can be overridden ideally, though, we would actually run it off the main thread, since if the code cares about threading we should probably test how it deals with threading this also seems like it would give tsan a better opportunity to detect bugs .";"0"
"nope, i am an idiot that forgot to rename the variables, and forgot to compile test before pushing. fix coming.";"0"
"1.f and 0.f";"0"
"damnyou are right :-/ fixing.";"1"
"skip_test_payloads=... should be dropped entirely; the skip_test_payloads should actually be named disable_tests.";"0"
"if it is only used in the new test - i'd put this function there. if you think it can be reused - then i'd say try to make it more general allow for setting different values . not worthy of a -1, butitd be nice. i've ran into this a few times and it sucksfor the next developer trying to reuse it.";"1"
"why check physical_address i think that is redundant...";"0"
"strictly speaking, it does not belong to this patch. i've uploaded a new one:";"0"
"this is a little ugly. are there other users of 'hfp_buf_acquire' if not can it be changed to work in frames";"1"
"these verify_*_token calls need to be avoided when we have a cached token. making those calls defeats the purpose of caching.";"0"
"i forgot to kill this todo.";"0"
"i think this line is redundant and should be removed";"0"
"usb.util.ctrl_out usb.util.ctrl_type_vendor usb.util.ctrl_recipient_interface";"0"
"when data rat changes the new rat retry connectable apn's";"0"
"this function is useless, it can be shared with v21.";"0"
"remove this comment and set the mtu only under the condition: if self.veth_mtu != ovsquantumagent.default_mtu:";"0"
"you setup specific mocks, but you never actually change/check the values. you might consider consolidating into one mock for 'quantum.agent.linux.ip_lib.ipnetnscommand' as a whole.";"0"
"yes, passhould be removed here";"0"
"we do not need auth_version, auth_protocol i think.";"0"
"there is one more opts.force_firmware need to be removed";"0"
"x_role*s*";"0"
"!rs.isfloat implies !rs.isdouble. remove "" !rs.isdouble """;"0"
"oh, yes. in the dicts below, 'filter' and 'raw' can share the same mock object, so v4raw_inst and v6raw_inst are useless. i have removed them in the next patch.";"0"
"move this down into _ldap_res_to_model and get rid of this function.";"0"
"the problem is that if we do not wait for crm_resource then we might be checking about the status of the resources too early and cause false negatives";"0"
"i think you are overloading the getitems implementation above with the getitems.xxxx calls below, in which case the actual impl of getitems does not matter. if 'passcan be used though, that would be cleaner imho.";"0"
"eliminate backslash";"0"
"i would just read the right half of the diff here. the old interface was confusing garbage.";"1"
"please get rid of the trailing space";"0"
"this should probably be removed and ensure_package from stdlib should be used instead";"0"
"it compiled without the annotation. do you want me to add it, just for safety of mind i am pretty happy to have it private, because it means you can not use the constructor in a subclassor without reflection hacks. i should add an explicit test, though i did not check the libcore tests, yet, for indirect enforcement . while this is exercised in run-tests, a miss is bad, because at the time of throwing this for repeat initialization error, the runtime would abort withoutiti'd think a reflection test would be good enough, and that would allow it to stay private.";"0"
"i think i actually should not have removed this because there is now a bunch of crapin my working directory...";"1"
"could you please also remove these trailing spaces.";"0"
"service_host should not be needed.";"0"
"why not pci_device2.updated_at = timeutils.utcnow";"0"
"the leading _ should be removed.";"0"
"dumb idea, in that case last == first";"0"
"this rule looks like useless";"0"
"you are right i'll remove this useless classes";"0"
"as noted below, i think you need to assert what you support here. right now, if a user does rescue on an instance booted from volume, it looks to me like the following will happen: * root_vhd_path will return a non-existent path * self._vmutils.detach_vm_disk will silently do nothing 1 * new disk with invalid path with be added 2 this definitely will not work as the user intends. as it is unsupported at the moment that is fine, butitwould be much nicer to the user to tell them that with a clear error message rather than leaving them wondering why their rescued instance does not work. also, i haven't looked at the interaction with unrescue, butitis critical that the above mess can be unwound with unrescue. if it currently work it is presumably just luck : tl;dr not supporting everything is fine, butithink you need to explicitly check that root_vhd_path exists and there is only 1 disk. if not, you need to error out early. 1 this might be generally bad. seems like the sort of thing you'd want to know if it did not work. separate issue, though. 2 i do not know if this will explode or not.";"0"
"pdb should be removed.";"0"
"sg_rules = sg_rules_to_delete";"0"
"is it suppose to be ""param=req.get_param""";"0"
"arggregate should really be aggregate, here and below.";"0"
"eww. yes i suggested the ternary there, butthat is fugly. : if deps_filter_fn is none: deps_filter_fn = lambda x:x self.deps_filter_fn = deps_filter_fn";"1"
"can we make this a frozenset";"0"
"yet another dbaccess";"0"
"as per our discussion: i agree to the basic reason behind not using dictionary look-ups in code. in this case, all that the module does is wrap around these lookups in read-only accessors. complex logic should never enter this module. so i'll let this be.";"0"
"use addcleanup instead of teardown.";"0"
"tripleo instead of tripleo.";"0"
"errno = 0;";"0"
"this is ugly workaround. my mingw does not have crc32 package. will upgrade my mingw and remove this patch. thanks for reminding me that.";"0"
"actually you erase partition with boot data kernel, initrd, grub config, etc. here, not just boot sector : if you want to make the server unbootable you can remove grub from mbr, here is bash code which does that:";"0"
"no not really, logger is called a few times, butits simple enough to drill down. this is a silly function really lol";"1"
"stupid, eh :";"1"
"you left the 'host_cpu_info' field in the returned stats dictionary, but you've removed the unit test for it here... either remove the 'host_cpu_info' field from the stats dictionary or keep this unit test in : note that on line 705 in nova/virt/xenapi/fake.py you changed the return value for the host_cpu_info field, so this unit test will need to be modified accordingly.";"0"
"darn those were already there...:";"1"
"yes, you should check that you are actually not returning anything in the parent_id field.";"0"
"define this lambda before this call, and use the variable here. i.e., auto diagosismsgcallback = fd {...} processpecialkernelparameter context, diagnosismsgcallback, ... as is, the code looks a bit clumsy.";"0"
"no, this is created once we have procs_. if it is null, hwc should die in a fire.";"0"
"all those should belong to the tracker. globals are evil.";"1"
"somewhere, somehow, this 'cd' command will get us into trouble. it would be wise if this were executed in a subshell";"0"
"that is a shittytest indeed.";"1"
"this is node's uuid.";"0"
"wow - i've only just realized all out db cols are utf8 - what a waste.";"0"
"should this also have an ' die'";"0"
"just readability nit: overcloud_role = overcloud_roles count_obj.overcloud_role_id image_name = overcloud_role.image_name flavor_id = overcloud_role.flavor_id";"0"
"this order seems rather insufficient to find all duplicates for the equality below. it would be better to use std::less<srcmapelem>.";"0"
"hang on.. logic might not be good here.";"0"
"it was deliberate remove. it was useless return. ;";"0"
"curious as to why the caller is not also making use of a flat_set";"0"
"yes, cmd_node->wait_q_enabled has been set to false in mwifiex_clean_cmd_node when we recycle the cmd_node.";"0"
"this alloc related one seemed to be a false positive. change the loop to only access aptr 0 and store a 0 in the loop it is fine, within the resize call and you still get a warning. this is involved but if you split the changes, then you could post a bug:";"0"
"consts.default_bridges_names.br_prv";"0"
"totally agree that vif makes more sense. it annoys the shitout of me when i see openstack unnecessarily re-defining terms that carry a pre-defined meaning for the rest of the it industry.";"1"
"well the logic of claiming/consuming instances is not what caused this bug and it is well tested . what caused it is moving to and from objects in the resource tracker, and then dropping an important field due to that. so in the resource tracker we have pci pool dicts would contain numa_node as a key , butthen we convert them to objects 1 by using pcidevicepool.from_dict, which would drop the field and save it as part of tags. upon reading them in on the scheduler side, we call pcidevicepool.to_dict, which of course will not know about the 'numa_node' since it is not on the object. for filtering to work numa_node needs to match and it is actually gone so all requests fail. the code in 1 merged 2 months after the patch that introduces numa awareness of pci devices. tl; dr - this got borken by our neverending objects fuckery - it was not broken by definition as you seem to imply with your comments here. the commit message is misleading though so i will update it now. 1";"1"
"i never claimed to be competent, mr. spear...";"0"
"installdrive=sda ksdevice=eth0 forceformat=yes";"0"
"this is wrong. oustringbuffer anewname nnamelen+20 indicates the initial *capacity* of the oustringbuffer.";"0"
"actually, the client is intended to be as ""dumb"" as possible. we might want for example to test passing extra data.";"0"
"no need for ""if"" test since null is a valid dummy clock.";"0"
"container should be empty already, so need to remove";"0"
"maybe its a stupid question... but what do you mean with n+k pools";"0"
"can move this up and eliminate the white space.";"0"
"physical_id = 'fake id' mock_create.return_value = physical_id";"0"
"sam, that is right. for segmented objects, we can only serve the multiranges fall into the first page. if we do not have this restriction, then the segment list will have to include segments all the pages. that makes the pagenation and container_listing_limit basically useless.";"0"
"this file is missing, i suppose";"0"
"use commonclassnames.java_util_list and java_util_array_list";"0"
"yes, none or insignificant if you prefer. importlib or not, you need to call shellcommands to plug your interface like ovs-vsctl in a shell";"0"
"... dump into a server since mitaka release.";"0"
"i was just wondering why this lower-bound clamping was outside 'art_quick_indexof' on mips, whereas it is _inside_ that entrypoint on arm and on arm64";"0"
"use valid uuid. i would use the fake.will_not_be_found_id here.";"0"
"it looks like git cl format is responsible for this ugliness. sorry";"0"
"block heka";"0"
"nit optional: you canuse json.dump ..., sort_keys=true";"0"
"you should ignore oserror with errno == 1 here. i think this deserves a separate test. you should mock popen.kill to raise oserror with errno 1 or permissionerror in py3 and see if this code handles it well.";"0"
"yeah, it sort of sucksbut celery returns a dictionary of strings for its' event. the dictionary has a result value that is a string, but a string of a dictionary. so you have to tell python that this string is actually a dictionary, please convertit so - {u'result':u'{'some':result'}'} to {u'result:{'some':'result'}}";"1"
"the kwarg here should be instance_uuid, not instance_id:";"0"
"input_file will be undefined. i believe you need pep8.input_file.";"0"
"ah, i did not realize isactive takes an error... yuckmaybe go back to you previous version... butthen again, see comment below -- this check should probably go away.";"1"
"any takers on fixing i can take a stab atittomorrow 2/13 .";"0"
"renaming the classplease also rename the module name from dummy.py to e.g. existing.py";"0"
"maybe we should get rid of this as well";"0"
"ah ok. stupid gerrit...";"1"
"use **kwargs";"0"
"dammit, i ignore this, update later";"1"
"why do you make stream tokenizer in public. i think you are misused tokeniterator. if you want a tokenizer, create it yourself.";"0"
"for consistency, just use the google-style docstring see other locations in this file";"0"
"to have a test case that reproduce the issue, i think this three lines must be removed.";"0"
"hmm, what should we do when these early returns are hit while there is pending receive request currently it will enter deadlock.";"0"
"nit: commit message lost some newline chars. not worth a respin though.";"0"
"why not just use a 'for' loop for temp_size = 0; temp_size < ...; temp_zone++ .";"0"
"this is a dirtiness issue on the builder... deleted config-dump.json from the config, butthe builder still thinks this is owned by chromeos-config-bsp-coral-private-0.0.1-r1097 r1097 is stale ... it should be r1103 ... let me check into this a bit";"0"
"nullptr /* controller_service_worker_info */";"0"
"louis '_catch_all' <- private '__catch_all' <- if you dare to hack it, i'll chase you down and 3 generations above/below you.";"0"
"yes, i know the code works, it just looks strange as user might expectitto have some return value. that is why i said that break the return into its own line could be cleaner. if you do not like repeated return, move all these code inside try block so you do not need return in each except.";"0"
"whoa, dunno. never ventured down to this part of the code. seems like we could kill it...";"0"
"this is what is in the base test - there are 2 ips meant to be assigned to the port, the first from the subnet and the second a specific one. test is kind of idiotic";"0"
"policy_idx = swift_dir";"0"
"for completeness, you should also have 'fatal' and 'trace'";"0"
"how long does this take the run queue idle needs to be really fast, since it will block everything in goofy. if it takes a long time, maybe it should be a separate thread after all.";"0"
"this ends up looking pretty weird, perhaps you want to say parts = swift_utils.split_path ... version, account, container, obj = parts";"0"
"these two lines should be removed now.";"0"
"iptables instead of iptable.";"0"
"stupid space";"1"
"gen_syscalls does not include comments. if anything, the comments here are pointless.";"0"
"dumb question: after the dongle is removed after the test finishes, does the next dongle inserted potentially the same dongle go back to getting a dhcped address";"0"
"could you delete this comment if we do not need it";"0"
"will it be ok to change r8_form from boolean to enum with say none, yes_in_r, yes_in_b and change the logic accordingly r8_reg_reg_form will be eliminated.";"0"
"consts.network_notation.cidr";"0"
"you have to increae mmio_base and irq for the next device. kinda awful, butits what we have for now.";"0"
"dumb question: do you need to free this after it is non-null";"0"
"that initialization is useless.";"0"
"my_instnace should be my_instance";"0"
"self.health_manager = health_manager";"0"
"here is mistake with cluster_name, it should be self._volumeops = volumeops.vmwarevolumeops self._session, self._cluster_name";"0"
"this should be marked for translation";"0"
"are you sure it should be uid, not id with fk";"0"
"you are superfluous space.";"0"
"return_value assignment. you reassing it in l345 iianm";"0"
"there already is a method which does this - androidresourceutil#getfieldnamebyresourcename";"0"
"add information see above has very limited support i.e. it is useless";"0"
"matter of taste: i'd call this raiseexceptionifclosed.";"0"
"i was tired, this is a dumb name. should at least be popex... it is not an extension so ext makes no sense.";"0"
"that is racy. you probably need to use some pthread synchronization primitive.";"0"
"nit: maybe die here right away";"0"
"the above two vars are re-initialized below.";"0"
"yea i agree, this kinda stinks since it' not consistent :/";"0"
"fk to portprofile.profile_id";"0"
"i definitely agree we should not mix the two. i think the list syntax makes more sense in this case than it does in capabilities i previously made comments to this end on that spec, butthey got lost in a previous patchset, so i'll review it again soon . take a simple resource registry: resource_registry: os::tripleo::blockstorage: cinder-storage.yaml os::tripleo::compute: compute.yaml what that is saying is that when a template creates a resource of type blockstorage, it should use the cinder-storage.yaml file. taking the example from the capabilities: requires: deployment: puppet resource_registry: os::tripleo::controller: puppet/controller.yaml, docker/controller.yaml you as the template reader/maintainer, not as heat programmatically reading it are no longer able to see what template will be used. that information has moved to the ""requires"" area plus some additional logic that looks inside the templates themselves. now factor in the alternative in this spec for using a parameter driven approach. that is now a third place you need to look to understand which template s will be used to fulfill a given type, leaving us with the following to understand a set of templates: 1. look in the resource registry to see the mapping for a type. 2. if the mapping is a list, look at the requires and the contents of each template referenced to see which one will fulfill the requires. 3. look through the top level template itself for any resourcechain resources, determine the name of the parameter that is used to convey the list of templates in the chain, then resolve what the current value of that parameter is. imo, this is a rough experience for the user. we've taken the knowledge of how a stack will be created and spread it over the course of multiple areas and files. by comparison, my argument is that: - capabilities are not a black box resolution by heat, but rather just metadata the user can ask heat to introspect to determine valid mappings to make in the resource_registry. - chains are communicated inside of the registry itself. that flow leaves the mappings in a single place: the resource registry. it is simpler both for user comprehension and clients that may be layering on top of the templates.";"0"
"can you clean up these there are a few others in gltrace_*.{h,cpp}";"0"
"i still think you need a comment in the entry that is ""wrong"" rather than at the top, but hopefully we can just switch to parsing /proc/pid/exe instead.";"0"
"this should be a method called registertickers. it is used several places.";"0"
"and this check is useless because you used it before to move to this method";"0"
"crapspecifically recall that i needed to do that, although apparently forgot to do so ;";"1"
"what is this even doing should this be self._create_fake_pci_devs otherwise this is completely useless.";"0"
"ether_types.eth_type_ipv6";"0"
"i suspect you mean dracut-drivers.d here, rather than binary-deps.d";"0"
"if we add this board, will we have to start killing off the rest i mean... there can only be one!";"0"
"this assertion is as wrong as the one in getresourcename that you have already removed.";"0"
"can this land in an 'else' clause so that oserrors from os.kill do not get ignored if you want them to get ignored then update the comment below.";"0"
"well this kinda sucks";"1"
"this line is a duplicate of the line below, and should be removed.";"0"
"kguidlength is the length of a single guid, not the length of the array, no i think you need a new kmicrosoftimeguidslength that is initialized to arraysize kmicrosoftimeguidslength somewhere.";"0"
"looking back, geremy said the rule originated from valgrind accessing /proc/pid files. so maybe the two bugs above are for different issues";"0"
"seems like it would have been opts, matchers.haslength len opt_names";"0"
"> javascript: stupidest thing ever so interesting :d it seems you are asking if this can be treated as plain text. but i do not think gurl is smart enough to understand javascript syntax. telling ""javacript: stupidest thing ever "" from ""javascript: var a = 0; alert a ; "" would be really difficult. so is_valid returns true for both i guess. roughly tested but ""javascript: stu..."" was not droppable with is_valid > we should not even try to check the javascript scheme here, this reminds me of our previous conversation. like !file_supported case, i think arrow on tabstrip and cursor icon should indicate that javascript scheme can not be dropped during drag session. so i think it is better to check the scheme here as long as we can. > i also wonder if this should not merge with omnibox drop handling so we just allow but auto-strip javascript: instead of banning it... this seems to be worth trying. let me give it a shot before long.";"1"
"tegra_grhost_aperture = tegra_fb_start = mem_start;";"0"
"even worse, *theaded*filewriter never existed. fixed.";"0"
"the copy destination should be $savanna_conf_dir/$savanna_conf_file";"0"
"let me just suggest a different approach: alt_names = { ""user_id"": ""user_id"", ""trustor_id"", ""trustee_id"" , ""domain_id"": ""user_domain_id"", ""project_domain_id"" , } forest = revoke_map for name in names: faggot = any_key = ""%s=*"" % name, for tree in forest: faggot.append tree.get any_key if name == ""role_id"": for role_id in token_data ""roles"" : faggot.append tree.get ""role_id=%s"" % role_id, else: for alt_name in alt_names.get name, name : faggot.append tree.get ""%s=%s"" % name, token_data alt_name faggot = filter none, faggot if not faggot: return false forest = faggot else: for leaf in forest: issued_before = leaf.get 'issued_before' if issued_before is none: continue if issued_before > token_data 'issued_at' : return true";"1"
"have i mentioned that self hrefs are retarded";"0"
"should have ' die' at the end of all these sed calls";"0"
"i dislike how looks new results. they are mess. first of all logs are not results the second thing is this ""format"" who the hellcare aboutitdo not be a geek... the third thing that table deosn't look nice i like previous variant with code sections";"1"
"everything below should be removed.";"0"
"oh sorry, you should still be building llvm-rs-cc.exe, but not libllvm.dll/libclang.dll. do you have the following cls in your client: <obviously i replied to the wrong section>";"0"
"these shemasshoudn't be deleted, i think.";"0"
"iirc dumb mapping of non-dumb buffers is not supported. it happens to work on some drivers, but we should probably not rely on it too much...";"0"
"remove the user kwarg, same reason as above";"0"
"i thoughtitreturned a list of tuples";"0"
"cbmem_console_p = preram_cbmem_console;";"0"
"what that is what you were saying...i am a dummy, got them mixed up. will fix";"0"
"strcmp we need to stop repeating this mistake. i am pretty sure you do not intend to support ""adb features-right-now-you-fucker :-";"1"
"supposedly yaml is a superset of json. in my limited experience with yaml it seems like dropping the enclosing braces and commas is all that is necessary to convert. {'foo': 'bar', 'baz': 'meh'} becomes 'foo': 'bar' 'baz': 'meh'";"0"
"i think you mean vmwareapisession._call_method";"0"
"ha. ""you are the worst client_id that i've ever heard of."" ""ah, but you have heard of me.""";"1"
"needs to be removed.";"0"
"this will not work for multiprocess test runs testr . you'll get distinct dir for every process, so locks become useless.";"0"
"useless => unused";"0"
"a typo, i am sure. let me go track down the idiot who wrote that in the first place. oh waititis me.";"1"
"yes, i think we should launch a new microversion.";"0"
"these are different mipi-dsi processor-to-peripheral transaction types. these values are written in the dsi packet header while configuring the mipi. however, out of all these we are using only one i.e mipi_dsi_generic_long_write. so in the patch-2 i have removed all the others and kept just one. if in future if we require other transaction type, those can be added then.";"0"
"i opened a cliff bug:";"0"
"yeah i am dumb :";"0"
"can you use a constant for 'obj_not_found'";"0"
"wtfis this mock in production code! it is -2";"1"
"i originally had it that way, butthen passing any unexpected query string arguments would throw a typeerror as not all methods use **kwargs. one could argue that we should disallow unexpected arguments, but keystoneclient is already passing a 'fresh' param stupid cache-busting artifact from original cloud servers client . i am inclined to leave it like this unless you are compelled to do otherwise.";"0"
"i do not get why you are adding a novaobject directly in the test why are not you mocking what you want, and play with these fake objects";"0"
"nit - iscsi.py";"0"
"nit: i would just call reloadcredentials passing no argument.";"0"
"this should be wrapped in a try/except block.";"0"
"unnecessary paren.";"0"
"not for this cl: do we care about smtpserver anymore should we just drop it and kill this testcase";"0"
"call of graphiccacheentry ctor with first push_back.";"0"
"as before this resource type is fuckedthat we i want to expose the state of resource type to inform admin/user that something have failed. i written my plan to fix/improve the situation in a todo.";"1"
"unless looks like hell";"1"
"let us remove the todo's";"0"
"should this be uknownformfieldtypeexception or unknownformfieldtypeexception.";"0"
"you can add the following in line 246 and you do not need to include venc_h264_if.h and and venc_vp8_if.h. struct venc_h264_handle; struct venc_vp8_handle; then here you canuse union { venc_h264_handle *h264e; venc_vp8_handle *vp8e; } h_enc;";"0"
"holy crapthats a lot of broken ones. wow.";"1"
"this looks ugly. you clutter the code with this nitpicky multiple-attempt call logic while not using it anywhere. if you really think it is a good thing to have, i suggest you to move it out to some util module probably as a separate patch . i do not see any purpose of it here.";"1"
"trylock with log_init_lock. failure, use a _local_ copy of map, otherwise save it for future use.";"0"
"yes, if you stare at them for too long they will punch you in the face!";"1"
"this dummy value will cause unit test failed";"0"
"s/to dissapear/to be removed/";"0"
"i think this is a great example of why ""the file that contains all the implementation detail crapought to have a more intention-revealing name...";"1"
"ignore malformed classpath entries";"0"
"you are also going to be lazy-loading these are not you";"0"
"this condition is stupid, pls chop it off.";"1"
"we should expect fields like free_disk_gb to be removed";"0"
"this param is mandatory, please, putitin the docstring";"0"
"can haz =, since == is a pointless bashism";"0"
"need discution. this schedulable is run before or after jayce dump why not moving it";"0"
"i think we should die if any of cinder_internal_tenant_project_id or cinder_internal_tenant_user_id is not set.";"0"
"should the workinprogress acl be removed";"0"
"argh, st3 killed me. done.";"0"
"these were dupes of includes up above, and were removed.";"0"
"i think this message should be removed.";"0"
"stupid question: should we be explicit that we are not preserving order here";"0"
"a ure lib cannot link against an oo lib; breaks on macos";"0"
"unfortunately, that will not passthe linter: cros 17:30 src/platform/dev >> cros lint 'f apache_l' ************* module dev.apache_log_metrics c: 96, 0: wrong continued indentation. 'chromeos_*_delta_test.bin-*' , bad-continuation c: 98, 0: wrong continued indentation. 'chromeos_*_full_test.bin-*' , bad-continuation";"0"
"very small nit: imagetypes should be image_types";"0"
"''iface.iscsi_ifacename''";"0"
"wow, that is ridiculous. any way we can make that more obvious does unittest_suite not print that out anywhere";"1"
"ok, we can start here, but we should be converging where we require multilib_usedep in all the ebuilds that use this";"0"
"you have lots of boilerplate additions for serialization and deserialization. why not write a webtest wrapper that handles that for you";"0"
"s/of useless/is useless/";"0"
"k8s_api should not be a associated with the object instance";"0"
"we probably should be using 'time.sleep' in vmops since that gets monkey patched.";"0"
"as ugly as it is, the 'new' standard for commit messages requires too strong of a word this bit of stutter: android: android: recommended.cfg: setup verity root for a/b";"1"
"need to have done in param";"0"
"ndk_analyze=1 complains r_debug may be null reaching here, and segfault by dereferencing it";"0"
"correct -- this is how 'gerrit' has always operated thus far. i agree it is crappybehavior.";"1"
"scrapthis, putitin header.";"0"
"you are rigtht, i will rewrite this topic.";"0"
"this seems not so useful/useless; remove it.";"0"
"i would prefer: remove useless exception catch in delete_volume";"0"
"this vim header should be removed.";"0"
"nit: ilo_object_mock = get_ilo_object_mock.return_value";"0"
"ah, i missed this comment. this may be why we see issues, in statemanagergl it will sync the active program before syncing the transform feedback so no, it wont go back and reset the program to the correct one for the upcoming draw call. you should resetithere, changing gl state while syncing dirty bits is one place we need to be careful.";"0"
"i think we should leave this as tgtadm.";"0"
"use utils.is_neutron instead.";"0"
"you also have a problem is cmd_len is less thatn what you read.";"0"
"remove mock_clients then.";"0"
"i'll ask bd to develop less ugly look";"1"
"this raw 1 << 9 is pretty ugly and we should probably add a #define in a future cl. yes, that is my fault...";"0"
"please take whichever approach you like. software sync itself already violates this location independent policy because soft sync blindly sends ecrw image to 'update' slot, which can be slot a or b . if we corrupt the active slot, all the expectations and image manipulations have to be adjusted accordingly active and update instead of a and b . so, it may be simpler to fix the sequence: boot a, corrupt a, reboot b, corrupt b, ... please note that fizz would not boot on type-c adapter if both a and b are corrupted. on a bj adapter, the dut still boots just like other boards because software sync can fix one of the slots.";"0"
"sachi, juno is end-of-life, there should not be any project that you are touching that uses juno.";"0"
"imo ""test_reset_share_replica_status""";"0"
"brackets need to be removed here, otherwise puppet complains.";"0"
"...but we should probably switch the tests over to using this, and then we can really kill deletecontents.";"0"
"this will not break if that is not true, butitll keep us from being a bunch of idiots if we do break it, so yeah. and it does protect against duplicates. done.";"1"
"tuple. test code should assume that whatitis testing is going to fuckup, and make themselves immutable/protective as a default course of action.";"1"
"no, it was dumb copy paste. thanks!";"0"
"this is a leftover and should be removed.";"0"
"eliminate backslash for continuation.";"0"
"usually we'll put getters/setters below non-trivial methods.";"0"
"do not you want the -q flag otherwise it might output junk you do not want. you probably also want to throw in -c so no random ascii chars show up helps when output is dumped .";"0"
"this gzip call is problematic, because it removes the '.gz' suffix from the image filename. therefore, when you run stack.sh a second time download_image will not detect that the image was already downloaded because it checks for the filename with the 'gz' suffix, which was cut off by the gzip call , and download it again. then, gzip will try to decompress this new file, which causes a conflict with the existing file.";"0"
"what the heck! i changed this, but somehow it was lost.";"1"
"i think clobbering earlier possibly killing a previous run is fine";"0"
"replication_targets should be reported as a capability, so you can do a 'cinder get-capabilities <host>' to see the targets you can failover to";"0"
"this is misleading: if i do: sh tools/coding-checks.sh -fp you'll get an error. i think you can keep option or do: $0 -f --flake8 -p --pylint";"0"
"this change looks useless, now";"0"
"ugh. it is not magic --- you've hit on the explanation for l394. fuckingc programmers. done. l414 too.";"1"
"running this locally... it looks like there are some tests that do not have a widget focusmanager :/. just a few. butto fix i think we need to wrap this like if auto* focus_manager = getwidget ->getfocusmanager { window makefirstresponder:bridge_->ns_view ; bridge_->setfocusmanager focus_manager ; } i filed to track";"0"
"i'll remove them.";"0"
"you are throwing an exception here, so this should be an error message.";"0"
"should self.tenant_id be self.project_id see line 110, etc.";"0"
"seems as a last step we should execute all ostf tests should not we";"0"
"yuck..maybe it is time we start thinking about an actual structure for requested_networks because this is getting out of hand.";"1"
"does this need to be a mock ie, why can not we use the regular downloaditem here generally mocks confuse and frighten me :";"0"
"why not a 'progress' prop here";"0"
"usually we put the newly coming version below the old version, so please put this line below line 81.";"0"
"i do not think that we need this method - this is only for the esx driver";"0"
"yes, it would be. but by now i just kill double conversion from numericbox and metricbox works the same as before.";"0"
"#noqa clean up is being done in . please honor this work.";"0"
"imho support gre should be die. we workarounded it into 7.0 just as temporary solution.";"0"
"/* libqmi_qmictl_h */";"0"
"needs a colon or a reformulation to be an actual sentence.";"0"
"hmm. this really sucksi made the change after your comments. see patch 12 and onwards. i guess that at some point, i made changes in the patches that depends on this using 'git review -d', and the dependent patches may not be up to date. and when doing ""git review"" on those, it put new patches for this one as well. thanks for keeping an eye on this! i would have to think twice on putting up dependent patches later on. it is really hard to manage them. let me recover the correct patch for this one.";"1"
"this if block is too big, how about do if not if not self.is_test_completed : return false ....";"0"
"dumb comment but do we need the msg variable here";"0"
"nit: kills";"0"
"mpaudiotrack should be initialized.";"0"
"i mean, sure yeah - we should not suck.. derailing unrelated work because we lack infra in the code to do things we kind of sort ofagreed to do in a session at the summit... let us just putitthis way: it is ""very nova"" i'll see if i can find a reasonable place to cache this data.";"1"
"i am not sure why you need to mock _get_location. i do not even know what calls it.";"0"
"sorry for my stupid question, but i do not know how to 'serialize' these methods call per instance.";"0"
"i am not a fan of this name. net_context res_context";"0"
"ugh, this is ugly. unless i am misreading this, struct logger_list is internal to the logger only and you can change its definition with impunity. so just add another flag rather than abusing the mode field.";"1"
"see wireless.py for examples on setting up flimflam properties";"0"
"d'oh... stupid copy-and-paste errors. someday i'll figure out how to type zh-cn directly into emacs...";"0"
"useless comment. delete please.";"0"
"that was half-assed. :- how about the other ones";"1"
"please use ""call_args_list"" to check history calls";"0"
"nitpick ""parameter"" is not that long to type ; _is_parameter_blank would sound better";"0"
"we should also remove free_disk_gb, current_workload, memory_mb_used, local_gb_used, free_ram_mb, running_vms";"0"
"qpid configs under oslo_messaging_qpid";"0"
